ParentLocationCode,ParentLocation,SpatialDimValueCode,Location,Gdp,year,Dim1 type,Dim1,Dim1ValueCode,FactValueNumeric,Value,Level,Language,DateModified,,,pergdp,,,,,,,,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,,FactValueTranslationID,FactComments
EUR,Europe,ROU,Romania,37.25325902,2000,Sex,Both sexes,BTSX,71.39,71.39,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,,,,,,,,,,,,,,,,
EUR,Europe,RUS,Russia,2045.925608,2010,Sex,Both sexes,BTSX,68.76,68.76,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,22498.69086,,,,,,,,,,,,,,,
EUR,Europe,RUS,Russia,1363.481063,2015,Sex,Both sexes,BTSX,71.3,71.3,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,19242.36647,,,,,,,,,,,,,,,
EUR,Europe,RUS,Russia,1687.448525,2019,Sex,Both sexes,BTSX,73.23,73.23,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,23330.81729,,,,,,,,,,,,,,,
EUR,Europe,RUS,Russia,259.7101422,2000,Sex,Both sexes,BTSX,65.29,65.29,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,11497.75346,,,,,,,,,,,,,,,
AFR,Africa,RWA,Rwanda,6.88103827,2010,Sex,Both sexes,BTSX,64.44,64.44,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,4359.428415,,,,,,,,,,,,,,,
AFR,Africa,RWA,Rwanda,8.53904845,2015,Sex,Both sexes,BTSX,67.69,67.69,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,5413.776021,,,,,,,,,,,,,,,
AFR,Africa,RWA,Rwanda,10.35597422,2019,Sex,Both sexes,BTSX,69.1,69.1,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,5380.963322,,,,,,,,,,,,,,,
AFR,Africa,RWA,Rwanda,2.0675285,2000,Sex,Both sexes,BTSX,47.51,47.51,<50.0,EN,2020-12-03T16:00:00.000Z,,,1663.604939,,,,,,,,,,,,,,,
AMR,Americas,LCA,Saint Lucia,0.93259259,2000,Sex,Both sexes,BTSX,73.21,73.21,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,67403.08768,,,,,,,,,,,,,,,
AMR,Americas,LCA,Saint Lucia,1.57698841,2010,Sex,Both sexes,BTSX,75.2,75.2,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,63039.11263,,,,,,,,,,,,,,,
AMR,Americas,LCA,Saint Lucia,1.80807989,2015,Sex,Both sexes,BTSX,75.01,75.01,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,62276.42869,,,,,,,,,,,,,,,
AMR,Americas,LCA,Saint Lucia,2.11879156,2019,Sex,Both sexes,BTSX,74.33,74.33,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,29976.16763,,,,,,,,,,,,,,,
AMR,Americas,VCT,Saint Vincent and the Grenadines,0.67612963,2010,Sex,Both sexes,BTSX,72.85,72.85,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,8214.076893,,,,,,,,,,,,,,,
AMR,Americas,VCT,Saint Vincent and the Grenadines,0.7554,2015,Sex,Both sexes,BTSX,72.47,72.47,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,8969.148921,,,,,,,,,,,,,,,
AMR,Americas,VCT,Saint Vincent and the Grenadines,0.82504074,2019,Sex,Both sexes,BTSX,73.22,73.22,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,12899.34611,,,,,,,,,,,,,,,
AMR,Americas,VCT,Saint Vincent and the Grenadines,0.39626296,2000,Sex,Both sexes,BTSX,70.61,70.61,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1659.90764,,,,,,,,,,,,,,,
WPR,Western Pacific,WSM,Samoa,0.73714795,2010,Sex,Both sexes,BTSX,69.57,69.57,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,10674.99578,,,,,,,,,,,,,,,
WPR,Western Pacific,WSM,Samoa,0.78795859,2015,Sex,Both sexes,BTSX,70.04,70.04,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,9313.013625,,,,,,,,,,,,,,,
WPR,Western Pacific,WSM,Samoa,0.85200711,2019,Sex,Both sexes,BTSX,70.45,70.45,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,11497.64925,,,,,,,,,,,,,,,
WPR,Western Pacific,WSM,Samoa,0.26901971,2000,Sex,Both sexes,BTSX,68.51,68.51,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1771.594059,,,,,,,,,,,,,,,
AFR,Africa,STP,Sao Tome and Principe,0.23148927,2010,Sex,Both sexes,BTSX,68.24,68.24,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,609.724917,,,,,,,,,,,,,,,
AFR,Africa,STP,Sao Tome and Principe,0.31606607,2015,Sex,Both sexes,BTSX,69.6,69.6,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,751.0773926,,,,,,,,,,,,,,,
AFR,Africa,STP,Sao Tome and Principe,0.42742504,2019,Sex,Both sexes,BTSX,70.42,70.42,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,820.1492886,,,,,,,,,,,,,,,
AFR,Africa,STP,Sao Tome and Principe,..,2000,Sex,Both sexes,BTSX,63.45,63.45,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,260.6011858,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SAU,Saudi Arabia,189.5149262,2000,Sex,Both sexes,BTSX,70.52,70.52,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,9171.331476,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SAU,Saudi Arabia,671.2388401,2010,Sex,Both sexes,BTSX,71.76,71.76,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,19262.5476,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SAU,Saudi Arabia,654.2699029,2015,Sex,Both sexes,BTSX,73.15,73.15,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,20627.92693,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SAU,Saudi Arabia,792.9668382,2019,Sex,Both sexes,BTSX,74.31,74.31,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,23139.79798,,,,,,,,,,,,,,,
AFR,Africa,SEN,Senegal,17.81428462,2010,Sex,Both sexes,BTSX,65.47,65.47,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,366.172742,,,,,,,,,,,,,,,
AFR,Africa,SEN,Senegal,17.77476664,2015,Sex,Both sexes,BTSX,67.2,67.2,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1338.443724,,,,,,,,,,,,,,,
AFR,Africa,SEN,Senegal,23.30621374,2019,Sex,Both sexes,BTSX,68.58,68.58,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1329.635962,,,,,,,,,,,,,,,
AFR,Africa,SEN,Senegal,6.01318481,2000,Sex,Both sexes,BTSX,58.6,58.6,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,610.9278615,,,,,,,,,,,,,,,
EUR,Europe,SRB,Serbia,49.25813613,2010,Sex,Both sexes,BTSX,74.2,74.2,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1271.583281,,,,,,,,,,,,,,,
EUR,Europe,SRB,Serbia,39.65595884,2015,Sex,Both sexes,BTSX,75.21,75.21,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1219.249415,,,,,,,,,,,,,,,
EUR,Europe,SRB,Serbia,51.51422238,2019,Sex,Both sexes,BTSX,75.87,75.87,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1430.148259,,,,,,,,,,,,,,,
EUR,Europe,SRB,Serbia,6.87584599,2000,Sex,Both sexes,BTSX,71.43,71.43,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,613.7323845,,,,,,,,,,,,,,,
AFR,Africa,SYC,Seychelles,1.06582667,2010,Sex,Both sexes,BTSX,73.01,73.01,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,23852.32703,,,,,,,,,,,,,,,
AFR,Africa,SYC,Seychelles,1.37749505,2015,Sex,Both sexes,BTSX,73.2,73.2,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,47236.96023,,,,,,,,,,,,,,,
AFR,Africa,SYC,Seychelles,1.58284106,2019,Sex,Both sexes,BTSX,73.34,73.34,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,55646.61875,,,,,,,,,,,,,,,
AFR,Africa,SYC,Seychelles,0.61487976,2000,Sex,Both sexes,BTSX,71.87,71.87,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,65640.70795,,,,,,,,,,,,,,,
AFR,Africa,SLE,Sierra Leone,2.94254678,2010,Sex,Both sexes,BTSX,54.74,54.74,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,1017.613757,,,,,,,,,,,,,,,
AFR,Africa,SLE,Sierra Leone,4.21872388,2015,Sex,Both sexes,BTSX,56.94,56.94,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,1604.20583,,,,,,,,,,,,,,,
AFR,Africa,SLE,Sierra Leone,4.07657854,2019,Sex,Both sexes,BTSX,60.77,60.77,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,2167.119928,,,,,,,,,,,,,,,
AFR,Africa,SLE,Sierra Leone,0.635874,2000,Sex,Both sexes,BTSX,48.73,48.73,<50.0,EN,2020-12-03T16:00:00.000Z,,,2344.048976,,,,,,,,,,,,,,,
WPR,Western Pacific,SGP,Singapore,96.07447796,2000,Sex,Both sexes,BTSX,78.44,78.44,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,401.8348761,,,,,,,,,,,,,,,
WPR,Western Pacific,SGP,Singapore,279.3511687,2010,Sex,Both sexes,BTSX,81.7,81.7,>80.0,EN,2020-12-03T16:00:00.000Z,,,588.2288628,,,,,,,,,,,,,,,
WPR,Western Pacific,SGP,Singapore,308.0041461,2015,Sex,Both sexes,BTSX,82.81,82.81,>80.0,EN,2020-12-03T16:00:00.000Z,,,521.7548367,,,,,,,,,,,,,,,
WPR,Western Pacific,SGP,Singapore,374.386307,2019,Sex,Both sexes,BTSX,83.22,83.22,>80.0,EN,2020-12-03T16:00:00.000Z,,,138.6987225,,,,,,,,,,,,,,,
EUR,Europe,SVK,Slovakia,99.36272049,2010,Sex,Both sexes,BTSX,75.47,75.47,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,2983.228806,,,,,,,,,,,,,,,
EUR,Europe,SVK,Slovakia,88.60128984,2015,Sex,Both sexes,BTSX,77.01,77.01,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3705.579704,,,,,,,,,,,,,,,
EUR,Europe,SVK,Slovakia,105.2843756,2019,Sex,Both sexes,BTSX,78.23,78.23,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4167.730939,,,,,,,,,,,,,,,
EUR,Europe,SVK,Slovakia,29.16995301,2000,Sex,Both sexes,BTSX,73.3,73.3,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,2001.540049,,,,,,,,,,,,,,,
EUR,Europe,SVN,Slovenia,51.51636665,2010,Sex,Both sexes,BTSX,79.55,79.55,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,,,,,,,,,,,,,,,,
EUR,Europe,SVN,Slovenia,43.09017339,2015,Sex,Both sexes,BTSX,80.47,80.47,>80.0,EN,2020-12-03T16:00:00.000Z,,,,,,,,,,,,,,,,,,
EUR,Europe,SVN,Slovenia,54.17887761,2019,Sex,Both sexes,BTSX,81.31,81.31,>80.0,EN,2020-12-03T16:00:00.000Z,,,386.437817,,,,,,,,,,,,,,,
EUR,Europe,SVN,Slovenia,20.28962764,2000,Sex,Both sexes,BTSX,76.05,76.05,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,419.3948077,,,,,,,,,,,,,,,
WPR,Western Pacific,SLB,Solomon Islands,0.41993358,2000,Sex,Both sexes,BTSX,62.51,62.51,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,5735.422857,,,,,,,,,,,,,,,
WPR,Western Pacific,SLB,Solomon Islands,1.04995223,2010,Sex,Both sexes,BTSX,63.69,63.69,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,5588.980728,,,,,,,,,,,,,,,
WPR,Western Pacific,SLB,Solomon Islands,1.30706154,2015,Sex,Both sexes,BTSX,64.74,64.74,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,7417.203649,,,,,,,,,,,,,,,
WPR,Western Pacific,SLB,Solomon Islands,1.57009323,2019,Sex,Both sexes,BTSX,65.25,65.25,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,914.7857199,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SOM,Somalia,..,2000,Sex,Both sexes,BTSX,49.87,49.87,<50.0,EN,2020-12-03T16:00:00.000Z,,,,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SOM,Somalia,..,2010,Sex,Both sexes,BTSX,51.98,51.98,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,1535.706892,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SOM,Somalia,5.33176139,2015,Sex,Both sexes,BTSX,54.57,54.57,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,1119.651437,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SOM,Somalia,6.47667459,2019,Sex,Both sexes,BTSX,56.47,56.47,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,,,,,,,,,,,,,,,,
AFR,Africa,ZAF,South Africa,458.2015141,2010,Sex,Both sexes,BTSX,57.14,57.14,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,1090.260763,,,,,,,,,,,,,,,
AFR,Africa,ZAF,South Africa,346.7097905,2015,Sex,Both sexes,BTSX,62.57,62.57,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1584.775657,,,,,,,,,,,,,,,
AFR,Africa,ZAF,South Africa,387.9345741,2019,Sex,Both sexes,BTSX,65.25,65.25,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1987.579702,,,,,,,,,,,,,,,
AFR,Africa,ZAF,South Africa,151.7533695,2000,Sex,Both sexes,BTSX,55.75,55.75,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,,,,,,,,,,,,,,,,
AFR,Africa,SSD,South Sudan,..,2000,Sex,Both sexes,BTSX,54.15,54.15,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,2012.281651,,,,,,,,,,,,,,,
AFR,Africa,SSD,South Sudan,14.90730893,2010,Sex,Both sexes,BTSX,61.1,61.1,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,8255.874872,,,,,,,,,,,,,,,
AFR,Africa,SSD,South Sudan,11.99780076,2015,Sex,Both sexes,BTSX,61.99,61.99,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,9168.237157,,,,,,,,,,,,,,,
AFR,Africa,SSD,South Sudan,..,2019,Sex,Both sexes,BTSX,62.79,62.79,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,6853.693411,,,,,,,,,,,,,,,
EUR,Europe,ESP,Spain,596.8776488,2000,Sex,Both sexes,BTSX,79.08,79.08,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,16825.35163,,,,,,,,,,,,,,,
EUR,Europe,ESP,Spain,1478.772824,2010,Sex,Both sexes,BTSX,81.69,81.69,>80.0,EN,2020-12-03T16:00:00.000Z,,,16335.6454,,,,,,,,,,,,,,,
EUR,Europe,ESP,Spain,1195.11927,2015,Sex,Both sexes,BTSX,82.33,82.33,>80.0,EN,2020-12-03T16:00:00.000Z,,,19303.54566,,,,,,,,,,,,,,,
EUR,Europe,ESP,Spain,1393.046093,2019,Sex,Both sexes,BTSX,83.22,83.22,>80.0,EN,2020-12-03T16:00:00.000Z,,,5413.150621,,,,,,,,,,,,,,,
SEAR,South-East Asia,LKA,Sri Lanka,16.33081418,2000,Sex,Both sexes,BTSX,71.89,71.89,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,23509.54314,,,,,,,,,,,,,,,
SEAR,South-East Asia,LKA,Sri Lanka,65.29275301,2010,Sex,Both sexes,BTSX,73.3,73.3,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,20881.76693,,,,,,,,,,,,,,,
SEAR,South-East Asia,LKA,Sri Lanka,80.60408069,2015,Sex,Both sexes,BTSX,76.27,76.27,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,25942.95477,,,,,,,,,,,,,,,
SEAR,South-East Asia,LKA,Sri Lanka,83.99094694,2019,Sex,Both sexes,BTSX,76.87,76.87,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,10201.30354,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SDN,Sudan,12.25741833,2000,Sex,Both sexes,BTSX,62.47,62.47,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,29624.91267,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SDN,Sudan,55.01856721,2010,Sex,Both sexes,BTSX,66.56,66.56,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,52869.04429,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SDN,Sudan,51.72675868,2015,Sex,Both sexes,BTSX,67.94,67.94,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,51545.48361,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SDN,Sudan,26.15579932,2019,Sex,Both sexes,BTSX,69.15,69.15,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,51939.42974,,,,,,,,,,,,,,,
AMR,Americas,SUR,Suriname,0.94767197,2000,Sex,Both sexes,BTSX,69.94,69.94,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,4168.489403,,,,,,,,,,,,,,,
AMR,Americas,SUR,Suriname,4.42227662,2010,Sex,Both sexes,BTSX,71.83,71.83,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3680.349473,,,,,,,,,,,,,,,
AMR,Americas,SUR,Suriname,5.12629145,2015,Sex,Both sexes,BTSX,72.6,72.6,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3915.643467,,,,,,,,,,,,,,,
AMR,Americas,SUR,Suriname,3.98448376,2019,Sex,Both sexes,BTSX,71.48,71.48,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1728.710498,,,,,,,,,,,,,,,
EUR,Europe,SWE,Sweden,262.8354544,2000,Sex,Both sexes,BTSX,79.57,79.57,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,10804.68447,,,,,,,,,,,,,,,
EUR,Europe,SWE,Sweden,574.094113,2010,Sex,Both sexes,BTSX,81.3,81.3,>80.0,EN,2020-12-03T16:00:00.000Z,,,14745.34146,,,,,,,,,,,,,,,
EUR,Europe,SWE,Sweden,505.1037814,2015,Sex,Both sexes,BTSX,81.75,81.75,>80.0,EN,2020-12-03T16:00:00.000Z,,,16213.48076,,,,,,,,,,,,,,,
EUR,Europe,SWE,Sweden,533.8795292,2019,Sex,Both sexes,BTSX,82.4,82.4,>80.0,EN,2020-12-03T16:00:00.000Z,,,7578.851053,,,,,,,,,,,,,,,
EUR,Europe,CHE,Switzerland,279.8411517,2000,Sex,Both sexes,BTSX,79.72,79.72,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4910.777748,,,,,,,,,,,,,,,
EUR,Europe,CHE,Switzerland,722.0382421,2010,Sex,Both sexes,BTSX,82.19,82.19,>80.0,EN,2020-12-03T16:00:00.000Z,,,11820.60778,,,,,,,,,,,,,,,
EUR,Europe,CHE,Switzerland,702.1495808,2015,Sex,Both sexes,BTSX,82.61,82.61,>80.0,EN,2020-12-03T16:00:00.000Z,,,916.3580331,,,,,,,,,,,,,,,
EUR,Europe,CHE,Switzerland,731.7673981,2019,Sex,Both sexes,BTSX,83.45,83.45,>80.0,EN,2020-12-03T16:00:00.000Z,,,1334.370593,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,80.59002227,2000,Sex,Both sexes,BTSX,71.46,71.46,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,892.5688697,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,64.31543794,2010,Sex,Both sexes,BTSX,74.35,74.35,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,776.0197523,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,16.49207214,2015,Sex,Both sexes,BTSX,64.4,64.4,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,709.5400432,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,22.77788217,2019,Sex,Both sexes,BTSX,72.67,72.67,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,166.1757089,,,,,,,,,,,,,,,
EUR,Europe,TJK,Tajikistan,6.5227322,2010,Sex,Both sexes,BTSX,68.01,68.01,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,302.958592,,,,,,,,,,,,,,,
EUR,Europe,TJK,Tajikistan,8.2714543,2015,Sex,Both sexes,BTSX,68.66,68.66,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,534.0447826,,,,,,,,,,,,,,,
EUR,Europe,TJK,Tajikistan,8.30078486,2019,Sex,Both sexes,BTSX,69.5,69.5,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,570.9099672,,,,,,,,,,,,,,,
EUR,Europe,TJK,Tajikistan,0.86052112,2000,Sex,Both sexes,BTSX,65.58,65.58,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,893.3524541,,,,,,,,,,,,,,,
SEAR,South-East Asia,THA,Thailand,126.3922337,2000,Sex,Both sexes,BTSX,71.25,71.25,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,2007.735271,,,,,,,,,,,,,,,
SEAR,South-East Asia,THA,Thailand,370.819141,2010,Sex,Both sexes,BTSX,76.25,76.25,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,5076.339872,,,,,,,,,,,,,,,
SEAR,South-East Asia,THA,Thailand,401.2964374,2015,Sex,Both sexes,BTSX,77.41,77.41,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,5840.053067,,,,,,,,,,,,,,,
SEAR,South-East Asia,THA,Thailand,544.26384,2019,Sex,Both sexes,BTSX,77.7,77.7,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,7817.009671,,,,,,,,,,,,,,,
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,3.77285715,2000,Sex,Both sexes,BTSX,71.11,71.11,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,749.5524123,,,,,,,,,,,,,,,
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,10.4946327,2010,Sex,Both sexes,BTSX,73.11,73.11,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,978.4049812,,,,,,,,,,,,,,,
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,10.06451543,2015,Sex,Both sexes,BTSX,73.73,73.73,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,890.5444024,,,,,,,,,,,,,,,
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,12.60633845,2019,Sex,Both sexes,BTSX,74.82,74.82,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,138.4291467,,,,,,,,,,,,,,,
SEAR,South-East Asia,TLS,Timor-Leste,1.0424115,2010,Sex,Both sexes,BTSX,68.06,68.06,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,643.1909754,,,,,,,,,,,,,,,
SEAR,South-East Asia,TLS,Timor-Leste,1.5944109,2015,Sex,Both sexes,BTSX,68.87,68.87,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,4439.202128,,,,,,,,,,,,,,,
SEAR,South-East Asia,TLS,Timor-Leste,2.0479317,2019,Sex,Both sexes,BTSX,69.62,69.62,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,6432.685325,,,,,,,,,,,,,,,
SEAR,South-East Asia,TLS,Timor-Leste,0.3670879,2000,Sex,Both sexes,BTSX,62.67,62.67,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,7612.03518,,,,,,,,,,,,,,,
AFR,Africa,TGO,Togo,1.49189111,2000,Sex,Both sexes,BTSX,55.95,55.95,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,806.4143493,,,,,,,,,,,,,,,
AFR,Africa,TGO,Togo,3.87245925,2010,Sex,Both sexes,BTSX,59.33,59.33,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,1332.791856,,,,,,,,,,,,,,,
AFR,Africa,TGO,Togo,4.18086618,2015,Sex,Both sexes,BTSX,61.92,61.92,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1583.713576,,,,,,,,,,,,,,,
AFR,Africa,TGO,Togo,7.22039525,2019,Sex,Both sexes,BTSX,64.27,64.27,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,415.0859486,,,,,,,,,,,,,,,
WPR,Western Pacific,TON,Tonga,0.20484961,2000,Sex,Both sexes,BTSX,70.92,70.92,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,2091.113009,,,,,,,,,,,,,,,
WPR,Western Pacific,TON,Tonga,0.41452339,2010,Sex,Both sexes,BTSX,72.22,72.22,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3527.952342,,,,,,,,,,,,,,,
WPR,Western Pacific,TON,Tonga,0.43700623,2015,Sex,Both sexes,BTSX,72.33,72.33,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4336.239603,,,,,,,,,,,,,,,
WPR,Western Pacific,TON,Tonga,0.51235006,2019,Sex,Both sexes,BTSX,72.57,72.57,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4903.012138,,,,,,,,,,,,,,,
AMR,Americas,TTO,Trinidad and Tobago,8.15433823,2000,Sex,Both sexes,BTSX,69.7,69.7,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,6435.134212,,,,,,,,,,,,,,,
AMR,Americas,TTO,Trinidad and Tobago,25.43301141,2010,Sex,Both sexes,BTSX,72.12,72.12,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,16683.39306,,,,,,,,,,,,,,,
AMR,Americas,TTO,Trinidad and Tobago,24.95985825,2015,Sex,Both sexes,BTSX,74.61,74.61,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,18214.46062,,,,,,,,,,,,,,,
AMR,Americas,TTO,Trinidad and Tobago,23.20832655,2019,Sex,Both sexes,BTSX,76.13,76.13,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,16637.16294,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,TUN,Tunisia,21.47326184,2000,Sex,Both sexes,BTSX,74.12,74.12,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,2211.835015,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,TUN,Tunisia,48.12283814,2010,Sex,Both sexes,BTSX,76.05,76.05,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4344.64192,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,TUN,Tunisia,45.78006905,2015,Sex,Both sexes,BTSX,76.7,76.7,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4094.836287,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,TUN,Tunisia,41.80458148,2019,Sex,Both sexes,BTSX,77.04,77.04,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3574.654024,,,,,,,,,,,,,,,
EUR,Europe,TUR,Turkey,274.3029591,2000,Sex,Both sexes,BTSX,74.41,74.41,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4337.478003,,,,,,,,,,,,,,,
